mysql> \. Update.sql
Query OK, 284 rows affected (0.23 sec)

Query OK, 834 rows affected (0.06 sec)

Query OK, 1 row affected (0.04 sec)
Rows matched: 1  Changed: 1  Warnings: 0

Query OK, 27 rows affected (0.03 sec)
Rows matched: 27  Changed: 27  Warnings: 0

Query OK, 23 rows affected (0.07 sec)
Records: 23  Duplicates: 0  Warnings: 0

Query OK, 1 row affected (0.06 sec)
Records: 1  Duplicates: 0  Warnings: 0

mysql> \. selectSynthaticData.sql
ERROR: 
Failed to open file 'selectSynthaticData.sql', error: 2
mysql> \. selectSyntheticData.sql
+-----------------+-------+-----------------+-----------+--------------+--------------+----------------+
| employee_number | name  | location        | ssn       | home_address | phone_number | designation    |
|             127 |        127112233 |                     470 | 2013-10-25    |
|             129 |        129112233 |                     130 | 2013-06-01    |
|             129 |        129112233 |                     143 | 2013-10-12    |
|             129 |        129112233 |                     149 | 2013-03-25    |
|             129 |        129112233 |                     157 | 2013-08-30    |
|             129 |        129112233 |                     158 | 2013-07-28    |
|             129 |        129112233 |                     167 | 2013-05-13    |
|             129 |        129112233 |                     171 | 2013-05-31    |
|             129 |        129112233 |                     172 | 2013-08-03    |
|             129 |        129112233 |                     174 | 2013-06-19    |
|             129 |        129112233 |                     182 | 2013-05-13    |
|             129 |        129112233 |                     198 | 2013-04-17    |
|             129 |        129112233 |                     206 | 2013-10-26    |
|             129 |        129112233 |                     249 | 2013-05-23    |
|             129 |        129112233 |                     257 | 2013-08-20    |
|             129 |        129112233 |                     278 | 2013-03-08    |
|             129 |        129112233 |                     301 | 2013-07-03    |
|             129 |        129112233 |                     325 | 2013-09-29    |
|             129 |        129112233 |                     331 | 2013-09-05    |
|             129 |        129112233 |                     344 | 2013-08-07    |
|             129 |        129112233 |                     356 | 2013-05-16    |
|             129 |        129112233 |                     373 | 2013-02-07    |
|             129 |        129112233 |                     384 | 2013-02-24    |
|             129 |        129112233 |                     401 | 2013-03-18    |
|             129 |        129112233 |                     420 | 2013-01-25    |
|             129 |        129112233 |                     447 | 2013-01-02    |
|             129 |        129112233 |                     492 | 2013-10-12    |
|             129 |        129112233 |                     493 | 2013-02-07    |
|             131 |        131112233 |                     139 | 2013-07-08    |
|             131 |        131112233 |                     164 | 2013-06-14    |
|             131 |        131112233 |                     174 | 2013-08-07    |
|             131 |        131112233 |                     188 | 2013-01-13    |
|             131 |        131112233 |                     197 | 2013-02-12    |
|             131 |        131112233 |                     202 | 2013-02-20    |
|             131 |        131112233 |                     231 | 2013-07-28    |
|             131 |        131112233 |                     265 | 2013-01-13    |
|             131 |        131112233 |                     285 | 2013-09-07    |
|             131 |        131112233 |                     301 | 2013-07-04    |
|             131 |        131112233 |                     316 | 2013-03-13    |
|             131 |        131112233 |                     340 | 2013-02-15    |
|             131 |        131112233 |                     377 | 2013-08-31    |
|             131 |        131112233 |                     395 | 2013-03-19    |
|             131 |        131112233 |                     456 | 2013-08-27    |
|             131 |        131112233 |                     459 | 2013-05-17    |
|             131 |        131112233 |                     476 | 2013-05-04    |
|             133 |        133112233 |                     140 | 2013-03-05    |
|             133 |        133112233 |                     157 | 2013-10-02    |
|             133 |        133112233 |                     162 | 2013-05-15    |
|             133 |        133112233 |                     171 | 2013-03-03    |
|             133 |        133112233 |                     172 | 2013-01-10    |
|             133 |        133112233 |                     175 | 2013-08-15    |
|             133 |        133112233 |                     177 | 2013-02-15    |
|             133 |        133112233 |                     190 | 2013-05-12    |
|             133 |        133112233 |                     193 | 2013-06-25    |
|             133 |        133112233 |                     207 | 2013-06-09    |
|             133 |        133112233 |                     246 | 2013-01-05    |
|             133 |        133112233 |                     279 | 2013-08-04    |
|             133 |        133112233 |                     298 | 2013-09-21    |
|             133 |        133112233 |                     319 | 2013-01-28    |
|             133 |        133112233 |                     322 | 2013-08-31    |
|             133 |        133112233 |                     369 | 2013-10-25    |
|             133 |        133112233 |                     378 | 2013-04-19    |
|             133 |        133112233 |                     400 | 2013-08-24    |
|             133 |        133112233 |                     409 | 2013-03-05    |
|             133 |        133112233 |                     457 | 2013-04-26    |
|             133 |        133112233 |                     468 | 2013-04-09    |
|             135 |        135112233 |                     159 | 2013-03-02    |
|             135 |        135112233 |                     176 | 2013-07-02    |
|             135 |        135112233 |                     176 | 2013-08-19    |
|             135 |        135112233 |                     205 | 2013-01-09    |
|             135 |        135112233 |                     208 | 2013-09-21    |
|             135 |        135112233 |                     211 | 2013-03-27    |
|             135 |        135112233 |                     219 | 2013-02-17    |
|             135 |        135112233 |                     230 | 2013-03-01    |
|             135 |        135112233 |                     239 | 2013-02-18    |
|             135 |        135112233 |                     261 | 2013-03-25    |
|             135 |        135112233 |                     296 | 2013-04-27    |
|             135 |        135112233 |                     300 | 2013-06-09    |
|             135 |        135112233 |                     319 | 2013-07-08    |
|             135 |        135112233 |                     321 | 2013-04-20    |
|             135 |        135112233 |                     358 | 2013-08-08    |
|             135 |        135112233 |                     372 | 2013-09-08    |
|             135 |        135112233 |                     374 | 2013-05-02    |
|             135 |        135112233 |                     429 | 2013-02-25    |
|             135 |        135112233 |                     444 | 2013-01-02    |
|             136 |        136112233 |                     143 | 2013-05-09    |
|             136 |        136112233 |                     154 | 2013-05-30    |
|             136 |        136112233 |                     158 | 2013-06-21    |
|             136 |        136112233 |                     158 | 2013-08-30    |
|             136 |        136112233 |                     164 | 2013-09-04    |
|             136 |        136112233 |                     194 | 2013-03-27    |
|             136 |        136112233 |                     203 | 2013-10-24    |
|             136 |        136112233 |                     218 | 2013-09-08    |
|             136 |        136112233 |                     230 | 2013-08-14    |
|             136 |        136112233 |                     237 | 2013-08-26    |
|             136 |        136112233 |                     241 | 2013-08-17    |
|             136 |        136112233 |                     244 | 2013-08-21    |
|             136 |        136112233 |                     250 | 2013-01-18    |
|             136 |        136112233 |                     251 | 2013-01-13    |
|             136 |        136112233 |                     253 | 2013-05-04    |
|             136 |        136112233 |                     257 | 2013-08-11    |
|             136 |        136112233 |                     258 | 2013-06-16    |
|             136 |        136112233 |                     290 | 2013-09-07    |
|             136 |        136112233 |                     307 | 2013-04-05    |
|             136 |        136112233 |                     312 | 2013-06-01    |
|             136 |        136112233 |                     319 | 2013-02-11    |
|             136 |        136112233 |                     326 | 2013-03-30    |
|             136 |        136112233 |                     339 | 2013-10-28    |
|             136 |        136112233 |                     341 | 2013-10-21    |
|             136 |        136112233 |                     397 | 2013-08-06    |
|             136 |        136112233 |                     399 | 2013-10-19    |
|             136 |        136112233 |                     401 | 2013-01-09    |
|             136 |        136112233 |                     437 | 2013-06-07    |
|             136 |        136112233 |                     475 | 2013-09-01    |
|             137 |        137112233 |                     142 | 2013-05-03    |
|             137 |        137112233 |                     170 | 2013-05-15    |
|             137 |        137112233 |                     187 | 2013-01-06    |
|             137 |        137112233 |                     203 | 2013-10-30    |
|             137 |        137112233 |                     222 | 2013-07-09    |
|             137 |        137112233 |                     230 | 2013-03-17    |
|             137 |        137112233 |                     240 | 2013-05-02    |
|             137 |        137112233 |                     242 | 2013-08-20    |
|             137 |        137112233 |                     254 | 2013-02-13    |
|             137 |        137112233 |                     268 | 2013-10-22    |
|             137 |        137112233 |                     272 | 2013-06-07    |
|             137 |        137112233 |                     281 | 2013-01-28    |
|             137 |        137112233 |                     323 | 2013-02-01    |
|             137 |        137112233 |                     339 | 2013-02-04    |
|             137 |        137112233 |                     342 | 2013-06-06    |
|             137 |        137112233 |                     349 | 2013-07-27    |
|             137 |        137112233 |                     381 | 2013-06-08    |
|             137 |        137112233 |                     394 | 2013-07-21    |
|             137 |        137112233 |                     399 | 2013-02-15    |
|             137 |        137112233 |                     412 | 2013-04-06    |
|             137 |        137112233 |                     475 | 2013-08-19    |
|             141 |        141112233 |                     144 | 2013-01-13    |
|             141 |        141112233 |                     150 | 2013-10-06    |
|             141 |        141112233 |                     159 | 2013-06-06    |
|             141 |        141112233 |                     180 | 2013-02-11    |
|             141 |        141112233 |                     185 | 2013-06-05    |
|             141 |        141112233 |                     212 | 2013-10-12    |
|             141 |        141112233 |                     215 | 2013-04-25    |
|             141 |        141112233 |                     218 | 2013-02-07    |
|             141 |        141112233 |                     255 | 2013-01-09    |
|             141 |        141112233 |                     275 | 2013-09-13    |
|             141 |        141112233 |                     293 | 2013-08-22    |
|             141 |        141112233 |                     311 | 2013-05-06    |
|             141 |        141112233 |                     312 | 2013-04-01    |
|             141 |        141112233 |                     342 | 2013-01-13    |
|             141 |        141112233 |                     347 | 2013-06-04    |
|             141 |        141112233 |                     359 | 2013-07-30    |
|             141 |        141112233 |                     454 | 2013-01-03    |
|             141 |        141112233 |                     479 | 2013-06-03    |
|             141 |        141112233 |                     481 | 2013-02-10    |
|             141 |        141112233 |                     485 | 2013-04-05    |
|             141 |        141112233 |                     496 | 2013-05-12    |
|             150 |        150112233 |                     198 | 2013-04-05    |
|             150 |        150112233 |                     200 | 2013-03-05    |
|             150 |        150112233 |                     221 | 2013-08-16    |
|             150 |        150112233 |                     233 | 2013-09-01    |
|             150 |        150112233 |                     247 | 2013-05-17    |
|             150 |        150112233 |                     257 | 2013-05-23    |
|             150 |        150112233 |                     292 | 2013-05-26    |
|             150 |        150112233 |                     320 | 2013-07-08    |
|             150 |        150112233 |                     326 | 2013-07-18    |
|             150 |        150112233 |                     329 | 2013-08-08    |
|             150 |        150112233 |                     361 | 2013-06-13    |
|             150 |        150112233 |                     370 | 2013-10-16    |
|             150 |        150112233 |                     393 | 2013-10-05    |
|             150 |        150112233 |                     398 | 2013-09-27    |
|             150 |        150112233 |                     407 | 2013-07-10    |
|             150 |        150112233 |                     413 | 2013-05-31    |
|             150 |        150112233 |                     441 | 2013-10-29    |
|             150 |        150112233 |                     479 | 2013-02-26    |
|             156 |        156112233 |                     157 | 2013-08-30    |
|             156 |        156112233 |                     158 | 2013-10-26    |
|             156 |        156112233 |                     160 | 2013-01-02    |
|             156 |        156112233 |                     170 | 2013-01-12    |
|             156 |        156112233 |                     173 | 2013-06-20    |
|             156 |        156112233 |                     189 | 2013-02-15    |
|             156 |        156112233 |                     205 | 2013-01-24    |
|             156 |        156112233 |                     252 | 2013-09-23    |
|             156 |        156112233 |                     253 | 2013-07-17    |
|             156 |        156112233 |                     255 | 2013-10-25    |
|             156 |        156112233 |                     260 | 2013-04-18    |
|             156 |        156112233 |                     268 | 2013-08-27    |
|             156 |        156112233 |                     297 | 2013-01-02    |
|             156 |        156112233 |                     313 | 2013-03-10    |
|             156 |        156112233 |                     329 | 2013-07-29    |
|             156 |        156112233 |                     335 | 2013-09-26    |
|             156 |        156112233 |                     350 | 2013-10-12    |
|             156 |        156112233 |                     358 | 2013-05-02    |
|             156 |        156112233 |                     377 | 2013-08-11    |
|             156 |        156112233 |                     430 | 2013-10-23    |
|             156 |        156112233 |                     434 | 2013-07-24    |
|             156 |        156112233 |                     484 | 2013-03-03    |
|             156 |        156112233 |                     495 | 2013-01-15    |
|             158 |        158112233 |                     166 | 2013-09-29    |
|             158 |        158112233 |                     168 | 2013-08-23    |
|             158 |        158112233 |                     187 | 2013-10-08    |
|             158 |        158112233 |                     242 | 2013-07-01    |
|             158 |        158112233 |                     248 | 2013-05-07    |
|             158 |        158112233 |                     406 | 2013-06-28    |
|             158 |        158112233 |                     418 | 2013-10-30    |
|             158 |        158112233 |                     422 | 2013-04-14    |
|             158 |        158112233 |                     441 | 2013-05-18    |
|             163 |        163112233 |                     199 | 2013-04-15    |
|             163 |        163112233 |                     208 | 2013-03-18    |
|             163 |        163112233 |                     212 | 2013-03-27    |
|             163 |        163112233 |                     240 | 2013-07-21    |
|             163 |        163112233 |                     254 | 2013-01-19    |
|             163 |        163112233 |                     275 | 2013-03-26    |
|             163 |        163112233 |                     295 | 2013-03-12    |
|             163 |        163112233 |                     298 | 2013-07-01    |
|             163 |        163112233 |                     302 | 2013-06-14    |
|             163 |        163112233 |                     347 | 2013-01-22    |
|             163 |        163112233 |                     354 | 2013-08-19    |
|             163 |        163112233 |                     356 | 2013-09-22    |
|             163 |        163112233 |                     368 | 2013-05-16    |
|             163 |        163112233 |                     387 | 2013-06-10    |
|             163 |        163112233 |                     405 | 2013-04-16    |
|             163 |        163112233 |                     412 | 2013-02-20    |
|             163 |        163112233 |                     445 | 2013-05-09    |
|             163 |        163112233 |                     483 | 2013-04-29    |
|             163 |        163112233 |                     488 | 2013-06-10    |
|             164 |        164112233 |                     170 | 2013-01-27    |
|             164 |        164112233 |                     182 | 2013-06-07    |
|             164 |        164112233 |                     186 | 2013-10-20    |
|             164 |        164112233 |                     190 | 2013-07-10    |
|             164 |        164112233 |                     200 | 2013-07-27    |
|             164 |        164112233 |                     205 | 2013-01-30    |
|             164 |        164112233 |                     208 | 2013-06-20    |
|             164 |        164112233 |                     254 | 2013-10-17    |
|             164 |        164112233 |                     258 | 2013-05-02    |
|             164 |        164112233 |                     258 | 2013-09-13    |
|             164 |        164112233 |                     272 | 2013-01-18    |
|             164 |        164112233 |                     284 | 2013-04-02    |
|             164 |        164112233 |                     287 | 2013-06-24    |
|             164 |        164112233 |                     358 | 2013-01-01    |
|             164 |        164112233 |                     399 | 2013-07-21    |
|             164 |        164112233 |                     419 | 2013-06-29    |
|             164 |        164112233 |                     421 | 2013-08-18    |
|             164 |        164112233 |                     427 | 2013-04-20    |
|             164 |        164112233 |                     433 | 2013-01-19    |
|             164 |        164112233 |                     435 | 2013-01-30    |
|             164 |        164112233 |                     457 | 2013-07-07    |
|             167 |        167112233 |                     172 | 2013-10-18    |
|             167 |        167112233 |                     194 | 2013-06-10    |
|             167 |        167112233 |                     195 | 2013-09-30    |
|             167 |        167112233 |                     201 | 2013-08-05    |
|             167 |        167112233 |                     221 | 2013-02-13    |
|             167 |        167112233 |                     230 | 2013-04-27    |
|             167 |        167112233 |                     238 | 2013-09-11    |
|             167 |        167112233 |                     247 | 2013-04-04    |
|             167 |        167112233 |                     270 | 2013-03-09    |
|             167 |        167112233 |                     280 | 2013-04-06    |
|             167 |        167112233 |                     293 | 2013-08-18    |
|             167 |        167112233 |                     304 | 2013-10-23    |
|             167 |        167112233 |                     327 | 2013-01-02    |
|             167 |        167112233 |                     375 | 2013-03-01    |
|             167 |        167112233 |                     386 | 2013-05-06    |
|             167 |        167112233 |                     411 | 2013-09-02    |
|             167 |        167112233 |                     426 | 2013-06-29    |
|             167 |        167112233 |                     491 | 2013-05-22    |
|             170 |        170112233 |                     175 | 2013-03-09    |
|             170 |        170112233 |                     175 | 2013-08-19    |
|             170 |        170112233 |                     196 | 2013-06-15    |
|             170 |        170112233 |                     199 | 2013-03-27    |
|             170 |        170112233 |                     210 | 2013-03-09    |
|             170 |        170112233 |                     219 | 2013-06-22    |
|             170 |        170112233 |                     220 | 2013-10-25    |
|             170 |        170112233 |                     229 | 2013-01-11    |
|             170 |        170112233 |                     241 | 2013-05-27    |
|             170 |        170112233 |                     252 | 2013-10-02    |
|             170 |        170112233 |                     255 | 2013-10-08    |
|             170 |        170112233 |                     295 | 2013-07-16    |
|             170 |        170112233 |                     297 | 2013-07-07    |
|             170 |        170112233 |                     298 | 2013-08-10    |
|             170 |        170112233 |                     303 | 2013-09-15    |
|             170 |        170112233 |                     328 | 2013-05-06    |
|             170 |        170112233 |                     348 | 2013-10-10    |
|             170 |        170112233 |                     351 | 2013-03-30    |
|             170 |        170112233 |                     369 | 2013-05-07    |
|             170 |        170112233 |                     425 | 2013-02-16    |
|             170 |        170112233 |                     435 | 2013-09-21    |
|             170 |        170112233 |                     450 | 2013-10-07    |
|             170 |        170112233 |                     467 | 2013-09-21    |
|             170 |        170112233 |                     467 | 2013-09-29    |
|             170 |        170112233 |                     473 | 2013-02-10    |
|             174 |        174112233 |                     216 | 2013-03-09    |
|             174 |        174112233 |                     217 | 2013-10-16    |
|             174 |        174112233 |                     225 | 2013-05-07    |
|             174 |        174112233 |                     237 | 2013-09-08    |
|             174 |        174112233 |                     238 | 2013-01-29    |
|             174 |        174112233 |                     242 | 2013-03-21    |
|             174 |        174112233 |                     243 | 2013-02-24    |
|             174 |        174112233 |                     249 | 2013-10-13    |
|             174 |        174112233 |                     257 | 2013-02-21    |
|             174 |        174112233 |                     270 | 2013-04-06    |
|             174 |        174112233 |                     270 | 2013-06-20    |
|             174 |        174112233 |                     282 | 2013-03-25    |
|             174 |        174112233 |                     306 | 2013-01-06    |
|             174 |        174112233 |                     310 | 2013-08-13    |
|             174 |        174112233 |                     324 | 2013-07-05    |
|             174 |        174112233 |                     325 | 2013-07-11    |
|             174 |        174112233 |                     346 | 2013-04-03    |
|             174 |        174112233 |                     354 | 2013-04-23    |
|             174 |        174112233 |                     362 | 2013-03-18    |
|             174 |        174112233 |                     388 | 2013-06-28    |
|             174 |        174112233 |                     429 | 2013-07-10    |
|             174 |        174112233 |                     449 | 2013-05-15    |
|             174 |        174112233 |                     452 | 2013-01-17    |
|             174 |        174112233 |                     455 | 2013-02-24    |
|             174 |        174112233 |                     469 | 2013-10-11    |
|             174 |        174112233 |                     478 | 2013-09-20    |
|             174 |        174112233 |                     498 | 2013-02-25    |
|             177 |        177112233 |                     199 | 2013-04-14    |
|             177 |        177112233 |                     199 | 2013-09-07    |
|             177 |        177112233 |                     203 | 2013-06-02    |
|             177 |        177112233 |                     206 | 2013-03-13    |
|             177 |        177112233 |                     211 | 2013-01-14    |
|             177 |        177112233 |                     214 | 2013-05-24    |
|             177 |        177112233 |                     227 | 2013-06-30    |
|             177 |        177112233 |                     234 | 2013-04-01    |
|             177 |        177112233 |                     237 | 2013-03-15    |
|             177 |        177112233 |                     239 | 2013-10-22    |
|             177 |        177112233 |                     260 | 2013-09-12    |
|             177 |        177112233 |                     277 | 2013-07-31    |
|             177 |        177112233 |                     284 | 2013-04-12    |
|             177 |        177112233 |                     309 | 2013-10-15    |
|             177 |        177112233 |                     330 | 2013-02-15    |
|             177 |        177112233 |                     331 | 2013-06-16    |
|             177 |        177112233 |                     353 | 2013-08-21    |
|             177 |        177112233 |                     364 | 2013-03-16    |
|             177 |        177112233 |                     381 | 2013-01-03    |
|             177 |        177112233 |                     392 | 2013-01-31    |
|             177 |        177112233 |                     453 | 2013-03-31    |
|             177 |        177112233 |                     457 | 2013-10-05    |
|             177 |        177112233 |                     458 | 2013-03-03    |
|             177 |        177112233 |                     470 | 2013-07-25    |
|             177 |        177112233 |                     477 | 2013-06-27    |
|             177 |        177112233 |                     482 | 2013-04-08    |
|             177 |        177112233 |                     489 | 2013-03-07    |
|             178 |        178112233 |                     180 | 2013-07-21    |
|             178 |        178112233 |                     196 | 2013-05-13    |
|             178 |        178112233 |                     225 | 2013-07-12    |
|             178 |        178112233 |                     246 | 2013-04-18    |
|             178 |        178112233 |                     306 | 2013-06-12    |
|             178 |        178112233 |                     308 | 2013-06-07    |
|             178 |        178112233 |                     337 | 2013-03-19    |
|             178 |        178112233 |                     371 | 2013-03-11    |
|             178 |        178112233 |                     406 | 2013-02-21    |
|             178 |        178112233 |                     407 | 2013-05-23    |
|             178 |        178112233 |                     429 | 2013-09-30    |
|             178 |        178112233 |                     436 | 2013-07-23    |
|             178 |        178112233 |                     448 | 2013-03-19    |
|             178 |        178112233 |                     452 | 2013-06-01    |
|             178 |        178112233 |                     465 | 2013-02-18    |
|             178 |        178112233 |                     469 | 2013-04-10    |
|             180 |        180112233 |                     195 | 2013-02-18    |
|             180 |        180112233 |                     195 | 2013-02-20    |
|             180 |        180112233 |                     197 | 2013-09-17    |
|             180 |        180112233 |                     217 | 2013-05-02    |
|             180 |        180112233 |                     225 | 2013-08-19    |
|             180 |        180112233 |                     233 | 2013-07-17    |
|             180 |        180112233 |                     286 | 2013-01-23    |
|             180 |        180112233 |                     289 | 2013-03-29    |
|             180 |        180112233 |                     302 | 2013-06-18    |
|             180 |        180112233 |                     377 | 2013-09-19    |
|             180 |        180112233 |                     384 | 2013-10-29    |
|             180 |        180112233 |                     427 | 2013-02-15    |
|             180 |        180112233 |                     439 | 2013-01-31    |
|             180 |        180112233 |                     451 | 2013-03-22    |
|             180 |        180112233 |                     454 | 2013-04-12    |
|             180 |        180112233 |                     481 | 2013-09-24    |
|             181 |        181112233 |                     185 | 2013-09-29    |
|             181 |        181112233 |                     207 | 2013-07-15    |
|             181 |        181112233 |                     216 | 2013-03-03    |
|             181 |        181112233 |                     226 | 2013-04-10    |
|             181 |        181112233 |                     244 | 2013-05-08    |
|             181 |        181112233 |                     252 | 2013-06-07    |
|             181 |        181112233 |                     283 | 2013-09-26    |
|             181 |        181112233 |                     290 | 2013-10-13    |
|             181 |        181112233 |                     315 | 2013-04-18    |
|             181 |        181112233 |                     335 | 2013-04-29    |
|             181 |        181112233 |                     355 | 2013-06-10    |
|             181 |        181112233 |                     362 | 2013-03-05    |
|             181 |        181112233 |                     389 | 2013-09-10    |
|             181 |        181112233 |                     420 | 2013-04-26    |
|             181 |        181112233 |                     439 | 2013-10-08    |
|             181 |        181112233 |                     445 | 2013-02-17    |
|             181 |        181112233 |                     451 | 2013-09-02    |
|             183 |        183112233 |                     189 | 2013-10-26    |
|             183 |        183112233 |                     191 | 2013-02-04    |
|             183 |        183112233 |                     204 | 2013-08-08    |
|             183 |        183112233 |                     213 | 2013-02-07    |
|             183 |        183112233 |                     219 | 2013-02-03    |
|             183 |        183112233 |                     231 | 2013-05-04    |
|             183 |        183112233 |                     233 | 2013-01-09    |
|             183 |        183112233 |                     250 | 2013-10-22    |
|             183 |        183112233 |                     256 | 2013-05-30    |
|             183 |        183112233 |                     260 | 2013-10-15    |
|             183 |        183112233 |                     261 | 2013-03-20    |
|             183 |        183112233 |                     262 | 2013-04-24    |
|             183 |        183112233 |                     282 | 2013-02-02    |
|             183 |        183112233 |                     306 | 2013-02-11    |
|             183 |        183112233 |                     310 | 2013-09-29    |
|             183 |        183112233 |                     321 | 2013-03-06    |
|             183 |        183112233 |                     338 | 2013-07-18    |
|             183 |        183112233 |                     355 | 2013-07-05    |
|             183 |        183112233 |                     367 | 2013-04-25    |
|             183 |        183112233 |                     372 | 2013-03-17    |
|             183 |        183112233 |                     379 | 2013-06-13    |
|             183 |        183112233 |                     381 | 2013-02-22    |
|             183 |        183112233 |                     383 | 2013-08-02    |
|             183 |        183112233 |                     388 | 2013-01-29    |
|             183 |        183112233 |                     402 | 2013-08-12    |
|             183 |        183112233 |                     412 | 2013-03-19    |
|             183 |        183112233 |                     423 | 2013-04-18    |
|             183 |        183112233 |                     433 | 2013-10-28    |
|             183 |        183112233 |                     453 | 2013-01-05    |
|             183 |        183112233 |                     491 | 2013-03-25    |
|             192 |        192112233 |                     204 | 2013-03-16    |
|             192 |        192112233 |                     216 | 2013-06-25    |
|             192 |        192112233 |                     224 | 2013-05-24    |
|             192 |        192112233 |                     224 | 2013-07-10    |
|             192 |        192112233 |                     227 | 2013-09-21    |
|             192 |        192112233 |                     273 | 2013-10-23    |
|             192 |        192112233 |                     286 | 2013-06-17    |
|             192 |        192112233 |                     289 | 2013-09-29    |
|             192 |        192112233 |                     310 | 2013-02-03    |
|             192 |        192112233 |                     355 | 2013-06-19    |
|             192 |        192112233 |                     366 | 2013-07-13    |
|             192 |        192112233 |                     382 | 2013-08-23    |
|             192 |        192112233 |                     390 | 2013-10-23    |
|             192 |        192112233 |                     403 | 2013-05-22    |
|             192 |        192112233 |                     431 | 2013-01-26    |
|             194 |        194112233 |                     233 | 2013-08-24    |
|             194 |        194112233 |                     288 | 2013-10-29    |
|             194 |        194112233 |                     399 | 2013-01-09    |
|             194 |        194112233 |                     400 | 2013-09-26    |
|             194 |        194112233 |                     445 | 2013-02-22    |
|             194 |        194112233 |                     473 | 2013-02-25    |
|             194 |        194112233 |                     475 | 2013-03-07    |
|             194 |        194112233 |                     482 | 2013-01-28    |
|             197 |        197112233 |                     209 | 2013-01-03    |
|             197 |        197112233 |                     247 | 2013-06-18    |
|             197 |        197112233 |                     269 | 2013-10-26    |
|             197 |        197112233 |                     281 | 2013-06-18    |
|             197 |        197112233 |                     291 | 2013-06-12    |
|             197 |        197112233 |                     301 | 2013-05-16    |
|             197 |        197112233 |                     308 | 2013-05-21    |
|             197 |        197112233 |                     340 | 2013-10-21    |
|             197 |        197112233 |                     346 | 2013-08-05    |
|             197 |        197112233 |                     349 | 2013-07-23    |
|             197 |        197112233 |                     399 | 2013-10-02    |
|             197 |        197112233 |                     402 | 2013-09-29    |
|             197 |        197112233 |                     416 | 2013-10-04    |
|             197 |        197112233 |                     453 | 2013-08-02    |
|             200 |        200112233 |                     212 | 2013-04-16    |
|             200 |        200112233 |                     223 | 2013-02-21    |
|             200 |        200112233 |                     228 | 2013-10-19    |
|             200 |        200112233 |                     236 | 2013-03-10    |
|             200 |        200112233 |                     251 | 2013-10-08    |
|             200 |        200112233 |                     258 | 2013-03-04    |
|             200 |        200112233 |                     264 | 2013-10-05    |
|             200 |        200112233 |                     265 | 2013-09-26    |
|             200 |        200112233 |                     266 | 2013-10-29    |
|             200 |        200112233 |                     285 | 2013-09-24    |
|             200 |        200112233 |                     291 | 2013-01-21    |
|             200 |        200112233 |                     294 | 2013-03-22    |
|             200 |        200112233 |                     301 | 2013-10-17    |
|             200 |        200112233 |                     324 | 2013-02-17    |
|             200 |        200112233 |                     341 | 2013-02-27    |
|             200 |        200112233 |                     341 | 2013-10-01    |
|             200 |        200112233 |                     349 | 2013-09-26    |
|             200 |        200112233 |                     351 | 2013-01-03    |
|             200 |        200112233 |                     361 | 2013-02-13    |
|             200 |        200112233 |                     371 | 2013-06-13    |
|             200 |        200112233 |                     380 | 2013-02-19    |
|             200 |        200112233 |                     424 | 2013-04-29    |
|             200 |        200112233 |                     432 | 2013-10-25    |
|             200 |        200112233 |                     475 | 2013-03-02    |
|             201 |        201112233 |                     210 | 2013-03-08    |
|             201 |        201112233 |                     254 | 2013-09-16    |
|             201 |        201112233 |                     264 | 2013-03-31    |
|             201 |        201112233 |                     275 | 2013-03-08    |
|             201 |        201112233 |                     275 | 2013-05-31    |
|             201 |        201112233 |                     292 | 2013-10-29    |
|             201 |        201112233 |                     303 | 2013-10-21    |
|             201 |        201112233 |                     307 | 2013-01-17    |
|             201 |        201112233 |                     329 | 2013-06-11    |
|             201 |        201112233 |                     337 | 2013-05-10    |
|             201 |        201112233 |                     368 | 2013-08-04    |
|             201 |        201112233 |                     374 | 2013-06-13    |
|             201 |        201112233 |                     444 | 2013-01-11    |
|             201 |        201112233 |                     445 | 2013-09-05    |
|             201 |        201112233 |                     448 | 2013-07-21    |
|             201 |        201112233 |                     452 | 2013-02-24    |
|             202 |        202112233 |                     212 | 2013-05-25    |
|             202 |        202112233 |                     214 | 2013-04-03    |
|             202 |        202112233 |                     234 | 2013-07-15    |
|             202 |        202112233 |                     265 | 2013-04-06    |
|             202 |        202112233 |                     295 | 2013-09-03    |
|             202 |        202112233 |                     301 | 2013-07-13    |
|             202 |        202112233 |                     327 | 2013-03-16    |
|             202 |        202112233 |                     354 | 2013-03-23    |
|             202 |        202112233 |                     357 | 2013-06-01    |
|             202 |        202112233 |                     364 | 2013-02-19    |
|             202 |        202112233 |                     384 | 2013-09-27    |
|             202 |        202112233 |                     387 | 2013-08-03    |
|             202 |        202112233 |                     400 | 2013-02-13    |
|             202 |        202112233 |                     478 | 2013-03-28    |
|             204 |        204112233 |                     210 | 2013-05-15    |
|             204 |        204112233 |                     215 | 2013-05-21    |
|             204 |        204112233 |                     219 | 2013-04-20    |
|             204 |        204112233 |                     220 | 2013-06-17    |
|             204 |        204112233 |                     262 | 2013-09-02    |
|             204 |        204112233 |                     271 | 2013-01-17    |
|             204 |        204112233 |                     302 | 2013-02-01    |
|             204 |        204112233 |                     342 | 2013-08-09    |
|             204 |        204112233 |                     361 | 2013-04-07    |
|             204 |        204112233 |                     439 | 2013-05-11    |
|             204 |        204112233 |                     444 | 2013-02-09    |
